性別,年齢,職業,予約,施術,口コミ,店名
男性,10代後半,学生,【メンズ】カット+波巻きスパイラルパーマ\14000(原宿/波巻きパーマ/ウルフ) カット、パーマ,カット、パーマ,髪質とこちらのご要望とを丁寧に相談して下さり、最高の仕上がりになりました。自分がパーマを何回もかけていたため、大分髪質が痛んでいた状況でしたが、それを加味した状態のカットとパーマでとても良かったです。最後にもセットの話やケアの方法もして下さりとても満足しています。,G店
男性,20代後半,会社員,【メンズ】ブリーチカラー+トリートメント\15000(原宿/メンズカット/眉毛) カラー、トリートメント,カラー、トリートメント,接客も施術もとても丁寧でした。またお願いしたいと思います。,G店
男性,30代後半,自営業,クーポン利用なし カット、パーマ,カット、パーマ,前回パーマから2ヶ月、施術前のカウンセリングで髪の状態をしっかり診て頂き、カットのみになりました前回かけてもらったパーマの持ちが良くカットの仕上がりはバッチリで今回は得意のフェードも入れてもらってめちゃくちゃカッコよくしてもらいました！,G店
男性,20代後半,会社員,クーポン利用なし カット,カット,毎回カッコよくヘアカットしてくださってありがとうございます！ヘアカットの相談とかも親切に説明してくださって会話も楽しくさせてもらってます！今後もよろしくお願いします！,G店
男性,10代後半,学生,【メンズ】カット+波巻きスパイラルパーマ\14000(原宿/波巻きパーマ/ウルフ) カット、パーマ,カット、パーマ,バチバチに決めてくれました！,G店
男性,10代後半,学生,【メンズ】カット+ツイストスパイラルパーマ\12000(原宿/ツイストパーマ) カット、パーマ,カット、パーマ,とにかく雰囲気がいいです！スタイリストさんとも話しやすく、仕上がりも最高でした！また利用したいです！,G店
男性,20代後半,その他,【オススメ】メンズ限定 カット+眉毛カット￥5500(原宿/メンズカット/ウルフ) カット、その他,"カット+眉毛カット￥5500(原宿/メンズカット/ウルフ)
[施術メニュー]",シャンプーからカットまですごく丁寧でした！次回も是非お願いしたいです。,G店
男性,20代前半,学生,【メンズ】カット+眉毛カット￥6000(原宿/ツイストパーマ/フェード/ウルフ) カット、ヘアセット,カット、ヘアセット,パーマは勿論、カットのみでも最高の仕上がりにしてくれます！,G店
男性,20代前半,会社員,【クーポンに迷ったら】最もお得であなたにあったクーポンメニューをご提案♪ カット、カラー、パーマ、縮毛矯正、トリートメント、ヘッドスパ、その他,カット、カラー、パーマ、縮毛矯正、トリートメント、ヘッドスパ、その他,夏に合わせて短くしてもらってパーマもしました。丁度良い長さになって満足してます。ありがとうございました。,G店
男性,20代後半,その他,【クーポンに迷ったら】最もお得であなたにあったクーポンメニューをご提案♪ カット、カラー、パーマ、縮毛矯正、トリートメント、ヘッドスパ、その他,カット、カラー、パーマ、縮毛矯正、トリートメント、ヘッドスパ、その他,僕はあまり美容師さんと話するのが得意ではないのですが、それでも居心地がいいと感じるくらいお店の雰囲気がいいです。カットに関しても、なにも決めて行かなくてもその場で話して決めることができるので気軽に来やすいと思います。技術も素晴らしいので文句なしです。,G店
男性,20代前半,会社員,【保利限定クーポン】メンズカット￥7700[原宿/メンズパーマ/波巻きパーマ] カット,カット,いつもおまかせしてしまいますが、毎回とても満足いく仕上がりにしていただいてます！ありがとうございます！,G店
男性,20代前半,自営業,クーポン利用なし カット、パーマ,カット、パーマ,原宿店で初めて施術して頂きました。神宮前店と同じく非常に雰囲気良く受けることが出来ました。カウンセリング時に、髪の長さを考慮して代案をして頂き、完璧にしてもらいました。ありがとうございます！またよろしくお願いします！,G店
男性,50代,会社員,クーポン利用なし カット,カット,再現率が高い仕上がりで、その点はとても満足してます。今回も、白髪染めをお願いしていたのですが、流しが少し甘かったのか、枕カバーに色移りしてました。いつも完璧にしてもらえてたので、その点だけ残念。でも、担当さんもカットなどの技術は素晴らしいので、また行きたいと思ってます。,G店
